Title,Link,Price,Engine_Capacity,Transmission,Steering,Type,Color,Manufactured_Year,Imported_Year,Fuel_Type,Interior_Color,Leasing,Drive_Type,Mileage,Condition
"Toyota Prius 30, 2014/2025",https://www.unegui.mn/adv/8986209_toyota-prius-50-2016-2025/,21.8 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2014,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Урдаа FWD,170000 км,Дугаар аваагүй
"Lexus RX 350, 2013/2021",https://www.unegui.mn/adv/9868033_lexus-rx-350-2013-2021/,65 сая₮70 сая₮,3.5 л,Автомат,Зөв,Жийп,Бор,2013,2021,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,170000 км,Дугаар авсан
"Lexus RX 450, 2013/2022",https://www.unegui.mn/adv/9869329_lexus-rx-450-2013-2022/,55 сая₮,3.5 л,Автомат,Зөв,Гэр бүлийн,Хар,2013,2022,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,160000 км,Дугаар авсан
"Toyota Prius 30, 2012/2025",https://www.unegui.mn/adv/9505927_toyota-prius-50-2017-2025/,21.8 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2012,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Урдаа FWD,139000 км,Дугаар аваагүй
"Toyota Prius 41, 2013/2023",https://www.unegui.mn/adv/9869281_toyota-prius-41-2013-2023/,24 сая₮,1.8 л,Автомат,Буруу,Гэр бүлийн,Хар,2013,2023,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,150000 км,Дугаар авсан
"Toyota RAV4, 2020/2025",https://www.unegui.mn/adv/9680374_toyota-rav4-2020-2025/,75 сая₮,2.5 л,Автомат,Буруу,Гэр бүлийн,Хар саарал,2020,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,39000 км,Дугаар аваагүй
"Lexus IS, 2016/2024",https://www.unegui.mn/adv/9869246_lexus-is-2016-2024/,40 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Боронзон,2016,2024,Хайбрид,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,88016330 км,Дугаар авсан
"Toyota 86, 2016/2025",https://www.unegui.mn/adv/9869234_toyota-busad-2016-2025/,43 сая₮,2.0 л,Механик,Буруу,Суудлын тэрэг,Сувдан цагаан,2016,2025,Бензин,Лизинггүй,Лизинггүй,Хойноо RWD,200000 км,Дугаар авсан
"BMW 6-сери, 2013/2024",https://www.unegui.mn/adv/8915953_bmw-6-seri-2013-2024/,55 сая₮,3.0 л,Автомат,Буруу,Суудлын тэрэг,Хүрэн,2013,2024,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Хойноо RWD,106000 км,Дугаар авсан
"Toyota Kluger, 2005/2014",https://www.unegui.mn/adv/9357024_toyota-kluger-2005-2014/,15 сая₮,3.3 л,Автомат,Буруу,Жийп,Боронзон,2005,2014,Хайбрид,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,306000 км,Дугаар авсан
"Lexus RX 450, 2006/2017",https://www.unegui.mn/adv/9758908_toyota-harrier-2006-2017/,21.8 сая₮23.5 сая₮,3.3 л,Автомат,Буруу,Жийп,Хөх,2006,2017,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,1790008 км,Дугаар авсан
"Toyota RAV4, 2021/2025",https://www.unegui.mn/adv/9869149_toyota-rav4-2021-2025/,83 сая₮,2.5 л,Автомат,Буруу,Жийп,Цагаан,2021,2025,Хайбрид,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,88653 км,Дугаар аваагүй
"Toyota Land cruiser Prado 150, 2014/2022",https://www.unegui.mn/adv/9807162_toyota-land-cruiser-prado-150-2014-2022/,81 сая₮,2.7 л,Автомат,Буруу,Жийп,Цагаан,2014,2022,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,150000 км,Дугаар авсан
"Toyota Land cruiser Prado 150, 2014/2015",https://www.unegui.mn/adv/9862898_toyota-land-cruiser-prado-150-2014-2015/,83 сая₮,3.0 л,Автомат,Зөв,Жийп,Сувдан цагаан,2014,2015,Дизель,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,125000 км,Дугаар авсан
"Toyota Alphard, 2006/2024",https://www.unegui.mn/adv/9867383_toyota-alphard-2006-2024/,24.8 сая₮,2.4 л,Автомат,Буруу,Гэр бүлийн,Хар,2006,2024,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,122 км,Дугаар авсан
"Lexus RX 450, 2020/2025",https://www.unegui.mn/adv/9868999_lexus-rx-450-2020-2025/,140 сая₮,3.5 л,Автомат,Буруу,Жийп,Бусад,2020,2025,Хайбрид,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,68000 км,Дугаар авсан
"Toyota Sai, 2010/2024",https://www.unegui.mn/adv/9868996_toyota-sai-2010-2024/,22.2 сая₮,2.4 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2010,2024,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,210000 км,Дугаар авсан
"Toyota Prius 40, 2011/2025",https://www.unegui.mn/adv/9868990_toyota-prius-40-2011-2025/,23.9 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цайвар цэнхэр,2011,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Урдаа FWD,150000 км,Дугаар аваагүй
"Toyota Harrier, 2017/2025",https://www.unegui.mn/adv/9769798_toyota-harrier-2017-2025/,66 сая₮,2.5 л,Автомат,Буруу,Жийп,Хар,2017,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,120 км,Дугаар аваагүй
"Mercedes-Benz E-Class, 2013/2014",https://www.unegui.mn/adv/9868951_mercedes-benz-e-class-2013-2014/,23 сая₮,2.0 л,Автомат,Зөв,Суудлын тэрэг,Боронзон,2013,2014,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,150000 км,Дугаар авсан
"Toyota Crown, 2016/2025",https://www.unegui.mn/adv/9861533_toyota-crown-2016-2025/,44.5 сая₮,3.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2016,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Хойноо RWD,129249 км,Дугаар авсан
"Toyota Prius 30, 2009/2025",https://www.unegui.mn/adv/9868874_toyota-prius-30-2009-2025/,22 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Ногоон,2009,2025,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,111 км,Дугаар авсан
"Toyota Yaris, 2024/2025",https://www.unegui.mn/adv/9841773_toyota-yaris-2024-2025/,60 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2024,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,680 км,Дугаар аваагүй
"Hyundai Sonata, 2018/2025",https://www.unegui.mn/adv/9657542_hyundai-sonata-2018-2025/,25.5 сая₮,2.0 л,Автомат,Зөв,Суудлын тэрэг,Саарал,2018,2025,Газ,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,120 км,Дугаар аваагүй
"Toyota Land Cruiser 300, 2024/2025",https://www.unegui.mn/adv/9649578_toyota-land-cruiser-300-2024-2025/,338 сая₮,3.5 л,Автомат,Зөв,Жийп,Хар,2024,2025,Бензин,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,19284 км,Дугаар авсан
"Toyota Land Cruiser 300, 2021/2021",https://www.unegui.mn/adv/9464944_toyota-land-cruiser-300-2021-2021/,259 сая₮,3.5 л,Автомат,Зөв,Жийп,Хар,2021,2021,Бензин,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,79337 км,Дугаар авсан
"Toyota Land Cruiser 300, 2022/2023",https://www.unegui.mn/adv/9824515_toyota-land-cruiser-300-2022-2023/,218 сая₮,3.3 л,Автомат,Зөв,Жийп,Хар,2022,2023,Дизель,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,22782 км,Дугаар авсан
"Toyota Prius 40, 2015/2025",https://www.unegui.mn/adv/9868776_toyota-prius-40-2015-2025/,34.5 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2015,2025,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,160000 км,Дугаар аваагүй
"Toyota Land Cruiser 200, 2018/2018",https://www.unegui.mn/adv/9682282_toyota-land-cruiser-200-2018-2018/,137 сая₮,4.5 л,Автомат,Зөв,Жийп,Бусад,2018,2018,Дизель,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,95000 км,Дугаар авсан
"Toyota Highlander, 2021/2024",https://www.unegui.mn/adv/9738650_toyota-highlander-2021-2024/,109 сая₮,2.0 л,Автомат,Зөв,Жийп,Хар,2021,2024,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,22000 км,Дугаар авсан
"Mercedes-Benz E-Class, 2017/2024",https://www.unegui.mn/adv/9868718_mercedes-benz-e-class-2017-2024/,80 сая₮,2.0 л,Автомат,Зөв,Суудлын тэрэг,Хар,2017,2024,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,10 км,Дугаар аваагүй
"Toyota Land cruiser Prado 150, 2022/2025",https://www.unegui.mn/adv/9868539_toyota-land-cruiser-prado-150-2022-2025/,130 сая₮,2.9 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2022,2025,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,58800 км,Дугаар авсан
"Chevrolet Бусад, 2015/2024",https://www.unegui.mn/adv/9868647_chevrolet-busad-2015-2024/,30 сая₮,2.4 л,Автомат,Зөв,Суудлын тэрэг,Хар,2015,2024,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,220000 км,Дугаар авсан
"Toyota Land cruiser Prado 150, 2015/2025",https://www.unegui.mn/adv/8665691_toyota-land-cruiser-prado-150-2015-2024/,85 сая₮,2.7 л,Автомат,Буруу,Жийп,Хөх,2015,2025,Бензин,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,102000 км,Дугаар аваагүй
"Lexus RX 450, 2016/2025",https://www.unegui.mn/adv/9810198_lexus-rx-450-2016-2025/,94 сая₮,3.5 л,Автомат,Буруу,Жийп,Хөх,2016,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,93000 км,Дугаар аваагүй
"Toyota Crown, 2015/2025",https://www.unegui.mn/adv/8686365_toyota-prius-30-2015-2024/,48.5 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Сувдан цагаан,2015,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Урдаа FWD,130000 км,Дугаар аваагүй
"Toyota Crown, 2019/2025",https://www.unegui.mn/adv/9461520_toyota-crown-2019-2025/,72.8 сая₮79.8 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Цэнхэр,2019,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,140000 км,Дугаар аваагүй
"Toyota Vellfire, 2013/2023",https://www.unegui.mn/adv/9868614_toyota-vellfire-2013-2023/,35 сая₮,2.4 л,Автомат,Буруу,Жийп,Сувдан цагаан,2013,2023,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,249000 км,Дугаар авсан
"Toyota Land Cruiser 300, 2022/2022",https://www.unegui.mn/adv/9868590_toyota-land-cruiser-300-2022-2022/,280 сая₮,3.5 л,Автомат,Зөв,Жийп,Хар,2022,2022,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,59000 км,Дугаар авсан
"Toyota Land Cruiser 70, 2025/2025",https://www.unegui.mn/adv/9679189_toyota-land-cruiser-70-2025-2025/,260 сая₮,4.0 л,Механик,Зөв,Жийп,Шар,2025,2025,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,9900 км,Дугаар авсан
"Toyota Land cruiser Prado 150, 2014/2023",https://www.unegui.mn/adv/9868337_toyota-land-cruiser-prado-150-2014-2023/,85 сая₮,2.7 л,Автомат,Буруу,Жийп,Хар,2014,2023,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,80000 км,Дугаар авсан
"Lexus LX 570, 2010/2013",https://www.unegui.mn/adv/9868558_lexus-lx-570-2010-2013/,89 сая₮,5.7 л,Автомат,Зөв,Жийп,Хар,2010,2013,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,130000 км,Дугаар авсан
"Toyota Prius 40, 2013/2025",https://www.unegui.mn/adv/9597735_toyota-prius-40-2013-2025/,25.8 сая₮,1.8 л,Автомат,Буруу,Гэр бүлийн,Цагаан,2013,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,381145 км,Дугаар авсан
"Toyota Sai, 2011/2025",https://www.unegui.mn/adv/9715686_toyota-sai-2011-2025/,26 сая₮28 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2011,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,90300 км,Дугаар аваагүй
"SsangYong Korando, 2016/2025",https://www.unegui.mn/adv/9868542_ssangyong-korando-2016-2025/,21.5 сая₮,2.2 л,Механик,Зөв,Жийп,Хар саарал,2016,2025,Дизель,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,130000 км,Дугаар аваагүй
"Lexus RX 450, 2012/2025",https://www.unegui.mn/adv/9446575_lexus-rx-2012-2025/,75.8 сая₮81 сая₮,3.5 л,Автомат,Буруу,Жийп,Цагаан,2012,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,150500 км,Дугаар авсан
"Lexus RX 450, 2013/2025",https://www.unegui.mn/adv/9447307_lexus-rx-2013-2025/,68.5 сая₮72 сая₮,3.5 л,Автомат,Буруу,Жийп,Хар,2013,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,89367 км,Дугаар авсан
"Toyota Alphard, 2012/2025",https://www.unegui.mn/adv/9447796_toyota-alphard-2012-2025/,40.5 сая₮43 сая₮,2.4 л,Автомат,Буруу,Гэр бүлийн,Саарал,2012,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,158828 км,Дугаар авсан
"Toyota Alphard, 2017/2025",https://www.unegui.mn/adv/9447849_toyota-alphard-2017-2025/,60.5 сая₮66 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Саарал,2017,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,112370 км,Дугаар аваагүй
"Toyota Vellfire, 2017/2025",https://www.unegui.mn/adv/9447868_toyota-vellfire-2017-2025/,60.5 сая₮66 сая₮,2.5 л,Автомат,Буруу,Гэр бүлийн,Цагаан,2017,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,85000 км,Дугаар авсан
"Toyota Harrier, 2014/2025",https://www.unegui.mn/adv/9448574_toyota-harrier-2014-2025/,60.5 сая₮64 сая₮,2.5 л,Автомат,Буруу,Жийп,Цагаан,2014,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,97522 км,Дугаар авсан
"Lexus RX 450, 2013/2023",https://www.unegui.mn/adv/9868501_lexus-rx-450-2013-2023/,66 сая₮,3.5 л,Автомат,Буруу,Жийп,Хар,2013,2023,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,140000 км,Дугаар авсан
"Toyota Hilux, 2006/2023",https://www.unegui.mn/adv/9862561_toyota-hilux-2006-2023/,53 сая₮,2.7 л,Автомат,Буруу,Жийп,Хар саарал,2006,2023,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,163000 км,Дугаар авсан
"Toyota Prius 40, 2012/2025",https://www.unegui.mn/adv/9626559_toyota-prius-40-2012-2025/,26.5 сая₮38.3 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2012,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,184000 км,Дугаар аваагүй
"Toyota Vellfire, 2013/2025",https://www.unegui.mn/adv/9868484_toyota-vellfire-2013-2025/,42 сая₮,2.4 л,Автомат,Буруу,Гэр бүлийн,Ягаан,2013,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,139000 км,Дугаар аваагүй
"Toyota Prius 40, 2012/2025",https://www.unegui.mn/adv/9626788_toyota-prius-40-2012-2025/,25.8 сая₮38.5 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2012,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,267000 км,Дугаар аваагүй
"Lexus RX 450, 2017/2024",https://www.unegui.mn/adv/9852591_lexus-rx-450-2017-2024/,90 сая₮,3.5 л,Автомат,Буруу,Жийп,Сувдан цагаан,2017,2024,Хайбрид,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,127 км,Дугаар авсан
"Audi A3, 2015/2019",https://www.unegui.mn/adv/9868473_audi-a3-2015-2019/,23 сая₮,2.0 л,Автомат,Зөв,Суудлын тэрэг,Цагаан,2015,2019,Дизель,Лизинггүй,Лизинггүй,Урдаа FWD,90000 км,Дугаар авсан
"Toyota Camry, 2011/2025",https://www.unegui.mn/adv/9624602_toyota-camry-2011-2025/,30 сая₮39.5 сая₮,2.5 л,Автомат,Буруу,Суудлын тэрэг,Хар,2011,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Хойноо RWD,145000 км,Дугаар аваагүй
"Toyota Vellfire, 2013/2025",https://www.unegui.mn/adv/9624616_toyota-vellfire-2013-2025/,41 сая₮75.7 сая₮,2.4 л,Автомат,Буруу,Гэр бүлийн,Хар,2013,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,190000 км,Дугаар аваагүй
"Lexus RX 450, 2019/2025",https://www.unegui.mn/adv/9836290_lexus-rx-450-2019-2025/,113 сая₮,3.5 л,Автомат,Буруу,Гэр бүлийн,Хар,2019,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,100000 км,Дугаар аваагүй
"Toyota Prius 41, 2012/2025",https://www.unegui.mn/adv/9634180_toyota-prius-41-2012-2025/,24 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Улаан,2012,2025,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,123000 км,Дугаар аваагүй
"Lexus LX 570, 2008/2014",https://www.unegui.mn/adv/9868406_lexus-lx-570-2008-2014/,78 сая₮,5.7 л,Автомат,Зөв,Жийп,Цэнхэр,2008,2014,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,170000 км,Дугаар авсан
"Lexus Бусад, 2019/2025",https://www.unegui.mn/adv/9868344_lexus-busad-2019-2025/,65 сая₮,2.0 л,Автомат,Буруу,Жийп,Цагаан,2019,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,120000 км,Дугаар аваагүй
"Toyota C-HR, 2017/2024",https://www.unegui.mn/adv/9868316_toyota-c-hr-2017-2024/,43 сая₮,2.0 л,Автомат,Буруу,Суудлын тэрэг,Хар,2017,2024,Хайбрид,Лизинггүй,Лизинггүй,Урдаа FWD,100000 км,Дугаар авсан
"Toyota Esquire, 2015/2025",https://www.unegui.mn/adv/9793344_toyota-esquire-2015-2025/,34 сая₮,1.8 л,Автомат,Буруу,Гэр бүлийн,Хар,2015,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,163000 км,Дугаар аваагүй
"Lexus GS, 2018/2025",https://www.unegui.mn/adv/9756330_lexus-gs-2018-2025/,59 сая₮,3.5 л,Автомат,Буруу,Суудлын тэрэг,Хар саарал,2018,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Хойноо RWD,110000 км,Дугаар аваагүй
"Toyota Vellfire, 2010/2025",https://www.unegui.mn/adv/9231411_toyota-vellfire-2010-2025/,39 сая₮42.5 сая₮,3.5 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2010,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,179000 км,Дугаар аваагүй
"Toyota Alphard, 2008/2025",https://www.unegui.mn/adv/9301802_toyota-alphard-2008-2025/,38 сая₮,3.4 л,Автомат,Буруу,Гэр бүлийн,Сувдан цагаан,2008,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,187000 км,Дугаар аваагүй
"Mitsubishi Delica, 2010/2025",https://www.unegui.mn/adv/9524674_mitsubishi-delica-2010-2025/,30 сая₮,2.0 л,Автомат,Буруу,Гэр бүлийн,Хар,2010,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,150000 км,Дугаар аваагүй
"Toyota Sienta, 2016/2025",https://www.unegui.mn/adv/9825437_toyota-sienta-2016-2025/,23 сая₮,1.5 л,Автомат,Буруу,Гэр бүлийн,Хар,2016,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,147000 км,Дугаар аваагүй
"Lexus RX 450, 2012/2021",https://www.unegui.mn/adv/9747594_lexus-rx-450-2012-2021/,48 сая₮,3.5 л,Автомат,Буруу,Жийп,Цагаан,2012,2021,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,168000 км,Дугаар авсан
"Toyota Rumion, 2010/2019",https://www.unegui.mn/adv/9842925_toyota-rumion-2010-2019/,12 сая₮14 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Хүрэн,2010,2019,Бензин,Лизинггүй,Лизинггүй,Урдаа FWD,139000 км,Дугаар авсан
"Toyota Hiace, 2008/2024",https://www.unegui.mn/adv/9804443_toyota-hiace-2008-2024/,45 сая₮,2.7 л,Автомат,Буруу,Гэр бүлийн,Хар,2008,2024,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,140000 км,Дугаар авсан
"Lexus Бусад, 2019/2024",https://www.unegui.mn/adv/8673772_lexus-busad-2019-2024/,75 сая₮85 сая₮,2.0 л,Автомат,Буруу,Жийп,Саарал,2019,2024,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,126008 км,Дугаар аваагүй
"Honda Бусад, 2015/2024",https://www.unegui.mn/adv/8897860_honda-busad-2015-2024/,32.7 сая₮34.5 сая₮,1.5 л,Автомат,Буруу,Суудлын тэрэг,Бусад,2015,2024,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Урдаа FWD,116341 км,Дугаар аваагүй
"Toyota Prius 55, 2016/2025",https://www.unegui.mn/adv/9826431_toyota-prius-55-2016-2025/,32 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Хар,2016,2025,Хайбрид,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,157000 км,Дугаар аваагүй
"Toyota Hiace, 2014/2025",https://www.unegui.mn/adv/9480614_toyota-hiace-2014-2025/,57 сая₮60 сая₮,2.7 л,Автомат,Буруу,Гэр бүлийн,Хөх,2014,2025,Бензин,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,216142 км,Дугаар аваагүй
"Toyota Prius 51, 2020/2025",https://www.unegui.mn/adv/9586737_toyota-prius-51-2020-2025/,35.5 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2020,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Урдаа FWD,185760 км,Дугаар аваагүй
"Lexus RX 400, 2006/2011",https://www.unegui.mn/adv/9868196_lexus-rx-400-2006-2011/,15 сая₮19 сая₮,3.3 л,Автомат,Зөв,Жийп,Хар саарал,2006,2011,Хайбрид,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,250000 км,Дугаар авсан
"Toyota Tundra, 2012/2025",https://www.unegui.mn/adv/9757134_toyota-tundra-2012-2025/,57 сая₮65 сая₮,5.7 л,Автомат,Зөв,Жийп,Цагаан,2012,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,120000 км,Дугаар аваагүй
"Toyota Hiace, 2012/2025",https://www.unegui.mn/adv/9480641_toyota-hiace-2012-2025/,49.4 сая₮52 сая₮,2.7 л,Автомат,Буруу,Гэр бүлийн,Хар,2012,2025,Бензин,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,236672 км,Дугаар аваагүй
"Lexus LX 570, 2012/2012",https://www.unegui.mn/adv/9868134_lexus-lx-570-2012-2012/,120 сая₮,5.7 л,Автомат,Зөв,Жийп,Саарал,2012,2012,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,64000 км,Дугаар авсан
"Toyota Hiace, 2014/2025",https://www.unegui.mn/adv/9480655_toyota-hiace-2014-2025/,61 сая₮65 сая₮,2.7 л,Автомат,Буруу,Гэр бүлийн,Бусад,2014,2025,Бензин,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,207200 км,Дугаар аваагүй
"Lexus RX 450, 2018/2025",https://www.unegui.mn/adv/9811009_lexus-rx-450-2018-2025/,97 сая₮102.5 сая₮,3.5 л,Автомат,Буруу,Жийп,Саарал,2018,2025,Хайбрид,Банкны лизингтэй,Банкны лизингтэй,Бүх дугуй 4WD,122748 км,Дугаар аваагүй
"Toyota Hilux, 2004/2022",https://www.unegui.mn/adv/9867682_toyota-hilux-2004-2022/,50 сая₮,3.4 л,Автомат,Буруу,Жийп,Хар,2004,2022,Бензин,Лизинггүй,Лизинггүй,Бүх дугуй 4WD,200000 км,Дугаар авсан
"Toyota Harrier, 2014/2025",https://www.unegui.mn/adv/9761426_toyota-harrier-2014-2025/,47 сая₮,2.5 л,Автомат,Буруу,Жийп,Хүрэн,2014,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,150000 км,Дугаар аваагүй
"Lexus RX 450, 2016/2025",https://www.unegui.mn/adv/9854063_lexus-rx-450-2016-2025/,98 сая₮,3.5 л,Автомат,Буруу,Жийп,Цагаан,2016,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Урдаа FWD,148000 км,Дугаар авсан
"Toyota Land cruiser Prado 150, 2016/2025",https://www.unegui.mn/adv/9860928_toyota-land-cruiser-prado-150-2016-2025/,88 сая₮,2.7 л,Автомат,Буруу,Жийп,Хар,2016,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,87000 км,Дугаар аваагүй
"Toyota Land Cruiser 300, 2021/2022",https://www.unegui.mn/adv/9771696_toyota-land-cruiser-300-2021-2022/,210 сая₮220 сая₮,3.3 л,Автомат,Зөв,Жийп,Хар,2021,2022,Дизель,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,60000 км,Дугаар авсан
"Toyota Prius 55, 2016/2025",https://www.unegui.mn/adv/9867492_avtomashin-zarna-busad-2016-2025/,34.5 сая₮,1.8 л,Автомат,Буруу,Суудлын тэрэг,Цагаан,2016,2025,Бензин,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,136000 км,Дугаар аваагүй
"Toyota Harrier, 2014/2025",https://www.unegui.mn/adv/9839362_toyota-harrier-2014-2025/,51 сая₮,2.4 л,Автомат,Буруу,Жийп,Цагаан,2014,2025,Хайбрид,ББСБ лизингтэй,ББСБ лизингтэй,Бүх дугуй 4WD,120000 км,Дугаар аваагүй
